lead_time,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,country,previous_cancellations,reserved_room_type,booking_changes,adr,total_of_special_requests,is_canceled
3,4,17,27,1,3,2,0,0,RUS,0,1,0,189.0,2,N
300,8,33,13,0,2,2,0,0,PRT,1,1,0,62.8,0,Y
164,8,33,14,0,1,2,0,0,PRT,1,1,0,60.0,0,Y
46,12,52,26,2,3,2,0,0,DEU,0,1,0,69.0,2,N
208,5,21,24,0,2,2,0,0,DEU,0,1,0,114.4,0,N
294,11,46,12,2,3,2,0,0,BRA,0,1,0,70.55,2,Y
261,10,42,16,0,1,2,0,0,PRT,1,1,0,120.0,0,Y
21,5,20,9,1,1,2,0,0,FRA,0,1,0,72.42,1,N
67,3,13,31,0,2,2,0,0,ESP,0,1,0,89.1,0,Y
119,1,1,1,0,1,2,0,0,PRT,0,1,1,74.25,0,Y
26,7,29,11,1,0,1,0,0,PRT,1,1,1,65.0,0,Y
0,2,5,3,0,1,2,0,0,PRT,0,1,3,88.0,0,N
59,6,23,4,1,1,2,0,0,CHN,0,4,0,153.09,1,Y
235,6,26,24,0,2,2,0,0,FRA,0,1,0,65.0,1,N
9,1,4,17,2,4,2,0,0,HRV,0,1,1,83.0,1,N
305,11,45,4,1,2,2,0,0,PRT,0,1,0,89.0,0,Y
0,8,34,20,1,0,1,0,0,PRT,0,1,0,115.0,0,N
163,12,49,2,0,2,2,0,0,FRA,0,1,0,79.2,0,Y
29,3,11,12,2,2,2,0,0,FRA,0,1,0,68.0,0,N
342,9,39,24,2,4,2,0,0,PRT,1,1,0,170.0,0,Y
135,6,22,1,0,3,2,0,0,PRT,0,1,0,85.0,0,N
65,1,3,21,1,1,2,0,0,BRA,0,1,0,79.2,1,N
207,8,32,10,0,2,2,0,0,GBR,0,1,0,112.5,2,N
1,8,34,16,2,1,2,0,0,FRA,0,1,0,138.0,2,N
304,8,34,17,1,1,1,0,0,PRT,1,1,0,60.0,0,Y
35,9,39,24,2,3,2,0,0,GBR,0,4,0,139.14,1,N
216,11,46,6,2,5,1,0,0,PRT,0,1,2,172.23,0,Y
105,5,20,19,0,2,1,0,0,PRT,0,1,0,160.0,0,Y
53,5,19,8,1,3,2,0,0,NLD,0,4,0,168.08,2,N
246,12,53,27,2,5,2,0,0,PRT,0,1,0,58.36,1,Y
10,12,49,5,2,1,2,1,0,ESP,0,1,0,79.39,1,N
11,8,35,25,0,1,2,0,0,DEU,0,4,0,155.0,1,N
144,10,44,25,0,5,3,0,0,BRA,0,4,0,123.3,0,Y
351,6,26,23,0,2,2,0,0,PRT,0,1,0,62.0,0,Y
61,10,43,24,0,1,1,0,0,PRT,0,1,0,80.75,1,N
342,9,39,24,2,4,2,0,0,PRT,1,1,0,170.0,0,Y
68,12,49,2,0,1,1,0,0,PRT,0,1,0,65.0,1,Y
220,9,38,17,2,1,1,0,0,ITA,0,1,1,128.0,0,N
106,6,25,19,1,3,1,0,0,FRA,0,1,0,117.0,1,N
313,4,17,29,2,1,2,0,0,PRT,0,1,0,90.0,0,Y
98,11,48,23,1,5,2,0,0,LBN,0,1,4,75.0,0,N
152,5,18,3,0,3,2,0,0,PRT,0,1,0,100.0,0,Y
286,5,21,17,0,1,2,0,0,PRT,0,1,0,65.0,0,Y
135,12,49,5,2,1,1,0,0,PRT,0,1,1,0.0,0,N
164,8,33,14,0,1,2,0,0,PRT,1,1,0,60.0,0,Y
54,4,17,18,1,0,2,0,0,ISR,0,1,0,85.5,0,Y
0,8,32,12,0,1,2,0,0,PRT,0,4,0,219.0,0,Y
14,7,28,3,2,1,2,0,0,BRA,0,4,1,187.0,0,Y
34,7,27,3,1,0,2,0,0,CN,0,1,0,98.1,3,N
7,4,15,13,0,3,2,0,0,HKG,0,1,0,160.0,1,Y
41,6,23,8,2,5,2,0,0,FIN,0,1,0,125.71,1,N
28,10,44,29,0,1,1,0,0,PRT,1,1,0,130.0,0,Y
290,8,32,3,1,1,2,0,0,PRT,1,1,0,62.0,0,Y
1,6,25,20,0,4,2,0,0,ESP,0,4,1,191.75,2,N
89,7,31,31,1,2,2,0,0,BEL,0,1,0,123.33,1,N
405,7,27,4,0,2,2,0,0,DEU,0,1,0,114.4,0,N
124,2,6,5,2,3,3,0,0,FRA,0,4,0,119.0,3,N
0,12,53,28,0,1,2,2,0,CHL,0,7,0,143.0,0,N
302,10,41,6,0,3,2,0,0,PRT,1,1,0,105.0,0,Y
20,2,7,8,3,5,1,0,0,AGO,0,1,0,86.0,1,Y
132,7,32,31,2,5,3,0,0,ESP,0,4,0,140.27,0,Y
17,2,9,28,0,4,2,0,0,SAU,0,1,0,74.8,0,Y
37,3,11,15,0,2,2,0,0,PRT,0,1,0,110.0,0,Y
184,6,24,16,1,2,2,0,0,DEU,0,1,0,89.1,1,N
11,4,15,14,1,2,2,0,0,BEL,0,1,0,124.5,0,N
266,9,37,9,0,2,2,0,0,PRT,0,1,0,105.0,0,Y
318,5,19,12,1,2,3,0,0,ITA,0,4,0,142.2,1,N
150,6,24,17,2,3,1,0,0,PRT,0,1,0,120.0,0,Y
192,9,39,25,2,3,2,0,0,PRT,0,1,0,102.0,0,N
110,4,17,28,1,2,3,0,0,IRL,0,4,0,166.5,0,N
88,10,41,7,1,2,1,0,0,POL,0,1,1,68.0,0,N
152,8,32,7,1,5,2,1,0,FRA,0,1,0,148.5,0,Y
11,8,34,18,0,2,2,0,0,PRT,0,1,1,75.0,0,Y
422,6,24,13,0,1,2,0,0,PRT,0,1,0,90.0,0,Y
279,7,30,23,0,2,2,0,0,PRT,1,1,0,62.8,0,Y
219,9,40,30,1,2,2,0,0,PRT,0,1,0,120.0,0,Y
16,6,22,1,0,3,2,0,0,ITA,0,1,0,133.33,1,Y
31,4,18,24,1,0,2,0,0,CHN,0,1,0,94.5,0,Y
386,10,44,23,2,0,2,0,0,DEU,0,1,0,115.0,1,N
374,10,44,26,1,1,2,0,0,PRT,1,1,0,62.0,0,Y
95,3,12,23,0,1,2,0,0,PRT,0,1,0,79.2,0,Y
3,12,52,21,1,1,2,0,0,PRT,0,2,0,37.5,1,N
104,5,20,15,1,2,1,0,0,PRT,0,1,0,160.0,0,Y
186,5,22,30,0,2,2,0,0,PRT,0,1,0,130.0,0,Y
2,5,22,27,0,1,3,0,0,PRT,0,4,0,197.0,1,N
443,4,18,29,0,1,1,0,0,PRT,0,1,0,60.0,0,Y
2,12,53,28,1,3,2,0,0,BEL,0,4,0,101.53,0,N
283,8,32,12,2,2,2,0,0,ITA,0,1,0,107.1,0,Y
75,10,45,30,2,0,2,0,0,PRT,0,1,0,105.0,0,Y
0,10,40,2,0,2,1,0,0,PRT,0,1,2,145.0,0,N
518,8,34,26,2,1,2,0,0,GBR,0,1,0,112.67,1,N
346,9,38,13,0,2,2,0,0,DEU,0,1,0,115.0,1,N
61,10,41,4,2,0,2,0,0,FRA,0,1,0,91.0,0,N
46,2,9,26,2,4,2,0,0,BRA,0,1,0,74.8,2,Y
18,9,38,13,2,2,2,0,0,SWE,0,1,0,96.0,2,N
112,8,33,9,0,3,3,0,0,SWE,0,4,0,146.7,1,N
15,8,33,16,0,1,2,0,0,DEU,0,1,0,160.0,1,Y
6,8,34,17,0,1,1,0,0,ESP,0,1,0,79.0,0,N
1,9,40,29,0,3,1,0,0,CHE,0,4,0,157.85,1,N
262,11,46,9,1,2,2,0,0,PRT,1,1,0,62.8,0,Y
292,7,30,21,0,2,2,0,0,PRT,0,1,0,109.0,0,Y
8,1,1,7,2,2,2,0,0,FRA,0,1,0,84.69,1,N
30,9,39,18,2,3,2,0,0,PRT,0,5,0,170.63,1,Y
53,12,53,28,1,2,2,0,0,PRT,1,2,0,102.33,0,Y
104,5,20,15,1,2,1,0,0,PRT,0,1,0,160.0,0,Y
5,7,30,20,0,1,2,0,0,PRT,0,1,0,111.0,1,N
0,3,13,21,1,1,1,0,0,PRT,0,1,0,65.0,0,N
18,1,4,22,2,2,2,0,0,FRA,0,1,0,68.0,1,N
363,10,42,15,0,2,2,0,0,PRT,1,1,0,62.0,0,Y
28,10,42,10,1,1,2,0,0,CHE,0,1,0,139.0,2,N
116,8,34,21,1,2,1,0,0,ESP,0,4,3,125.0,0,N
112,7,29,11,3,5,2,0,0,NLD,0,1,0,95.63,1,N
21,5,18,3,0,1,2,0,0,PRT,0,1,0,120.0,1,Y
1,9,39,22,0,1,1,0,0,PRT,0,4,0,210.0,1,N
336,9,39,21,1,4,2,0,0,DEU,0,1,0,78.0,0,N
183,5,20,20,2,5,2,0,0,FRA,0,4,0,139.11,0,Y
190,9,37,8,0,3,2,0,0,FRA,0,1,4,165.6,0,Y
90,4,16,15,1,2,2,0,0,CHE,0,1,0,96.3,1,N
5,9,37,7,1,2,1,0,0,VEN,0,1,0,78.03,0,N
57,5,23,31,0,1,1,0,0,PRT,0,1,0,120.0,0,Y
154,10,41,6,0,2,2,0,0,IND,0,1,4,118.8,1,Y
159,8,34,20,2,2,2,0,0,FRA,0,1,0,130.5,0,N
151,7,29,19,0,3,2,0,0,GBR,0,1,0,71.28,1,N
4,1,1,5,0,3,2,1,0,ITA,0,4,0,141.91,2,N
5,9,40,26,1,0,2,0,0,PRT,0,1,0,84.0,0,N
295,8,32,8,2,2,2,0,0,PRT,1,1,0,62.0,0,Y
14,8,35,24,1,3,2,0,0,ESP,0,1,0,90.0,1,N
146,6,27,27,1,1,2,0,0,ITA,0,1,0,85.5,1,Y
0,5,21,23,0,2,2,0,0,PRT,0,1,2,180.0,0,N
34,12,52,24,1,1,1,0,0,GBR,0,1,0,96.0,0,Y
240,9,37,10,1,1,2,0,0,ITA,0,1,0,96.0,1,N
34,12,50,8,0,2,1,0,0,PRT,1,1,0,90.0,0,Y
156,8,32,2,0,4,2,0,0,ESP,0,1,0,99.45,0,N
146,3,14,30,0,3,1,0,0,PRT,1,1,0,80.0,0,Y
145,8,36,31,1,2,2,0,0,ISR,0,1,0,80.0,1,N
18,7,27,8,0,1,2,0,0,PRT,0,5,1,195.0,2,N
156,7,28,13,0,3,2,0,0,FRA,0,4,0,116.1,0,Y
405,8,34,18,0,2,2,0,0,PRT,0,1,0,62.0,0,Y
25,7,31,27,1,1,2,0,0,ESP,0,1,0,62.0,0,N
21,10,42,12,1,3,2,0,0,FRA,0,4,0,75.0,0,N
169,6,23,8,0,3,2,0,0,PRT,0,1,0,170.0,0,Y
99,6,27,27,1,4,2,0,0,DEU,0,1,1,94.35,1,N
30,10,42,16,2,2,2,0,0,ESP,0,4,0,118.58,1,N
80,8,34,18,0,3,2,0,0,GBR,0,5,1,168.3,1,N
75,1,2,8,2,1,1,0,0,USA,0,4,0,67.0,2,N
20,3,11,13,1,1,1,0,0,ESP,0,1,0,178.0,0,N
84,11,48,27,1,2,2,0,0,PRT,0,1,0,64.0,0,N
8,3,11,11,1,2,2,0,0,FRA,0,4,0,124.0,0,Y
55,9,37,6,2,0,2,0,0,ESP,0,1,0,75.0,0,N
138,8,34,22,2,1,2,0,0,ITA,0,1,0,94.5,0,Y
136,8,33,16,0,4,2,0,0,ITA,0,4,0,195.0,0,Y
457,8,34,25,0,2,2,0,0,DEU,0,1,1,122.4,1,N
214,7,27,6,2,5,3,0,0,FRA,0,4,0,156.6,2,N
113,5,23,31,0,3,1,0,0,PRT,0,1,0,100.0,0,Y
327,9,37,9,0,2,2,0,0,PRT,1,1,0,62.0,0,Y
286,5,20,11,0,4,2,0,0,AUT,0,1,1,99.0,1,N
145,8,35,29,2,1,1,0,0,ITA,0,1,1,72.5,0,N
226,7,28,9,2,1,2,0,0,PRT,0,1,0,110.0,0,Y
16,3,9,2,0,1,2,2,0,PRT,0,4,2,64.0,0,N
18,2,7,14,0,1,2,0,0,PRT,0,1,0,75.0,0,N
34,6,23,8,0,3,2,0,0,PRT,0,1,0,117.33,0,Y
16,2,8,14,2,0,2,0,0,PRT,0,4,0,104.0,3,N
476,7,28,15,2,1,2,0,0,PRT,0,1,0,112.67,0,Y
32,11,46,12,2,4,2,0,0,DEU,0,1,0,92.08,0,N
20,7,30,22,0,2,2,0,0,PRT,0,1,0,62.0,0,Y
151,1,4,19,0,3,1,0,0,DEU,0,1,1,71.0,0,N
140,6,25,18,2,3,2,0,0,PRT,0,1,2,100.8,3,N
16,4,16,16,2,1,2,0,0,DEU,0,1,0,115.0,2,Y
420,5,20,20,2,1,2,0,0,PRT,0,1,0,90.0,0,Y
239,10,42,17,0,1,2,0,0,PRT,1,1,0,60.0,0,Y
27,2,7,12,2,1,2,0,0,FRA,0,1,0,75.0,0,N
114,3,13,31,0,2,2,0,0,FRA,0,1,0,107.1,1,Y
156,4,17,26,0,3,2,0,0,PRT,0,1,0,100.0,0,Y
143,8,32,12,2,1,2,0,0,BEL,0,1,0,130.5,0,Y
393,3,12,19,2,1,2,0,0,PRT,0,1,0,70.53,0,Y
65,8,33,12,1,2,2,0,0,FRA,0,1,0,85.0,1,N
364,10,42,16,0,2,2,0,0,PRT,1,1,0,101.5,0,Y
213,8,35,28,1,3,1,0,0,PRT,0,1,1,104.0,0,N
64,11,47,18,1,2,2,0,0,FRA,0,1,0,75.0,0,N
178,4,15,14,1,2,2,1,0,PRT,0,1,0,90.09,1,Y
31,5,18,6,1,1,2,0,0,GBR,0,1,0,169.0,1,Y
6,3,10,2,0,2,1,0,0,DEU,0,1,0,80.0,1,N
111,10,42,10,1,0,1,0,0,PRT,0,5,0,120.0,0,Y
58,2,8,23,1,3,2,0,0,PRT,0,1,0,78.0,0,Y
103,5,19,5,1,3,2,0,0,PRT,0,4,0,95.88,1,N
268,4,15,8,2,3,2,0,0,PRT,0,1,0,78.0,0,Y
163,3,10,7,0,4,2,0,0,ITA,0,1,0,74.8,1,Y
151,12,53,29,0,3,2,1,0,ESP,0,1,0,143.28,1,Y
13,11,47,15,1,0,1,0,0,PRT,0,1,0,65.0,0,N
0,5,18,6,0,1,3,0,0,AGO,0,5,0,250.0,1,N
7,5,21,16,1,0,1,0,0,ITA,0,1,0,97.0,0,N
121,8,35,26,2,5,3,0,0,FRA,0,6,0,187.0,2,N
1,3,11,14,0,1,1,0,0,ITA,0,1,0,70.4,1,N
25,7,28,14,1,2,3,0,0,GBR,0,4,0,196.67,1,N
16,8,32,8,2,2,2,0,0,ESP,0,1,0,62.0,0,N
170,7,28,9,2,2,3,0,0,AUT,0,4,0,152.1,0,N
91,5,22,22,2,2,2,0,0,FRA,0,1,0,109.65,1,N
93,12,53,25,2,2,3,0,0,FRA,0,4,0,119.0,1,N
4,11,45,5,0,1,2,0,0,GBR,0,1,0,120.0,2,N
121,2,9,27,1,3,2,1,0,BEL,0,6,0,147.9,2,Y
0,3,13,30,0,0,1,0,0,PRT,0,1,0,0.0,0,N
26,2,6,11,2,1,2,0,0,ESP,0,1,0,75.0,0,N
181,5,21,25,0,2,2,0,0,PRT,0,1,0,130.0,0,Y
39,1,5,27,0,3,2,0,0,IRL,0,4,0,69.22,1,N
29,10,41,4,2,0,2,0,0,DEU,0,1,0,76.81,0,N
229,10,44,27,0,3,2,0,0,GBR,0,1,0,70.44,0,N
255,7,26,1,2,1,2,1,0,ESP,0,1,0,102.1,0,Y
113,3,13,25,1,2,2,0,0,FRA,0,1,0,58.0,1,N
0,3,12,23,0,1,2,0,0,BEL,0,1,0,89.0,0,N
113,5,23,31,0,3,1,0,0,PRT,0,1,0,100.0,0,Y
419,9,36,1,0,2,2,0,0,PRT,0,1,0,62.0,0,Y
0,6,26,27,0,1,2,0,0,FRA,0,1,0,102.0,0,N
82,10,42,9,2,2,2,0,0,GBR,0,4,0,99.96,0,N
0,5,22,24,0,1,2,0,0,PRT,0,1,0,125.1,0,N
0,3,11,8,0,1,2,2,0,PRT,0,2,0,83.03,0,N
274,7,29,18,2,8,3,1,0,DNK,0,6,1,204.6,1,N
52,11,45,6,1,2,2,0,0,ESP,0,1,0,79.2,2,N
156,10,44,26,2,9,2,0,0,CN,0,4,3,104.32,1,N
49,7,30,20,0,2,2,1,0,ARG,0,6,0,198.9,0,Y
23,10,42,11,1,0,1,0,0,PRT,0,1,0,114.0,1,N
319,6,25,24,2,1,2,0,0,PRT,0,1,0,90.0,0,Y
87,10,45,31,1,2,2,0,0,BEL,0,1,0,69.53,2,N
98,4,16,12,0,3,3,0,0,FRA,0,4,0,115.6,1,N
260,7,26,1,2,1,2,0,0,AUT,0,2,0,93.65,2,Y
88,3,11,12,1,1,2,0,0,PRT,0,1,0,58.0,0,N
151,1,4,19,0,3,1,0,0,PRT,0,1,0,80.0,0,Y
314,10,42,12,0,3,2,0,0,PRT,0,1,0,75.0,0,Y
27,9,40,30,0,2,2,0,0,PRT,0,1,0,108.0,0,Y
199,7,27,2,2,1,2,1,0,ITA,0,1,1,125.1,2,N
24,12,52,18,2,1,1,0,0,NLD,0,1,0,104.0,1,N
81,12,52,23,2,3,3,0,0,ESP,0,4,0,119.0,0,N
325,9,37,7,1,1,2,0,0,PRT,1,1,0,62.0,0,Y
32,2,9,22,1,5,1,0,0,PRT,0,1,1,49.67,1,N
302,9,38,16,1,2,2,0,0,PRT,0,1,0,100.0,0,Y
168,6,25,23,2,3,2,0,0,GBR,0,4,0,100.48,1,N
7,6,26,27,0,2,1,0,0,NLD,0,1,0,130.0,0,N
12,9,38,14,1,2,2,0,0,ROU,0,1,0,124.0,3,N
423,7,29,22,1,1,1,0,0,DEU,0,1,1,95.5,0,N
368,6,26,28,0,3,2,0,0,PRT,0,1,0,90.0,0,Y
213,6,22,1,0,3,2,0,0,ITA,0,1,1,107.1,1,N
1,12,53,27,2,5,3,0,0,BRA,0,1,0,86.43,1,N
43,4,17,23,2,1,2,0,0,GBR,0,4,0,145.0,0,N
44,7,28,8,0,1,2,0,0,PRT,2,1,2,75.0,0,N
18,6,24,8,0,1,2,0,0,TUR,0,1,0,92.65,0,N
77,6,27,28,0,1,2,0,0,PRT,0,4,0,98.41,0,Y
80,10,41,6,0,3,2,0,0,CHN,0,4,0,119.07,0,Y
191,4,16,10,2,0,2,0,0,PRT,13,1,0,12.0,0,Y
2,8,32,12,1,1,2,0,0,PRT,0,1,0,180.0,1,N
51,11,45,4,2,2,2,1,0,NLD,0,1,0,148.75,1,N
2,9,39,25,0,0,1,0,0,PRT,0,1,0,0.0,0,N
186,4,17,22,1,2,2,0,0,ITA,0,1,0,80.0,0,N
56,4,17,23,2,0,3,0,0,CHE,0,4,0,180.0,1,N
87,6,27,26,1,0,2,0,0,USA,0,1,0,85.5,1,N
106,4,17,26,1,4,1,0,0,NOR,0,1,1,100.8,0,N
1,11,49,28,1,0,2,0,0,FRA,0,1,0,97.0,1,N
50,1,3,14,0,3,2,0,0,FRA,0,1,0,52.0,1,N
174,6,22,1,0,2,2,0,0,PRT,0,1,0,100.0,0,Y
73,11,48,25,0,2,1,0,0,BEL,0,1,0,88.0,2,Y
1,4,15,6,0,1,1,0,0,PRT,0,1,0,67.0,0,N
192,5,19,5,0,3,2,0,0,PRT,1,4,0,115.2,1,Y
62,7,30,17,2,1,2,0,0,FRA,0,1,0,105.3,1,N
98,5,21,21,2,2,2,0,0,BEL,0,1,0,119.85,0,N
7,3,14,28,1,3,2,0,0,ESP,0,1,0,109.0,1,Y
49,9,36,2,0,3,2,0,0,PRT,0,1,0,76.5,0,Y
107,3,11,15,2,4,2,0,0,ITA,0,1,0,91.8,2,Y
180,7,27,1,0,2,2,0,0,FRA,0,4,0,105.3,0,N
134,2,8,25,0,1,1,0,0,PRT,0,1,0,75.0,0,Y
206,4,17,28,0,2,2,0,0,AUT,0,4,0,130.5,3,Y
34,8,33,14,1,0,2,0,0,FRA,0,1,2,160.0,2,N
226,6,24,16,1,2,2,0,0,PRT,0,1,0,105.0,0,Y
159,10,43,16,2,2,2,0,0,GBR,0,1,0,108.0,0,N
60,7,29,19,0,1,3,0,0,NOR,0,4,0,152.0,1,N
109,2,9,21,2,1,2,0,0,PRT,1,1,0,75.0,0,Y
42,9,39,24,0,1,2,0,0,LBN,0,1,1,85.0,1,N
395,3,13,21,1,2,2,0,0,PRT,1,1,0,62.8,0,Y
272,8,32,5,0,1,2,0,0,PRT,1,1,0,65.0,0,Y
157,5,18,1,1,3,2,0,0,PRT,0,1,0,130.0,0,Y
92,9,39,19,1,0,2,0,0,DEU,0,1,0,125.1,2,N
178,10,44,26,0,4,2,0,0,DEU,0,1,0,90.9,2,N
186,5,22,30,0,2,2,0,0,PRT,0,1,0,130.0,0,Y
290,7,27,3,3,5,1,0,0,DEU,0,1,0,99.9,1,N
241,10,43,19,1,2,2,0,0,USA,0,1,0,60.0,0,N
175,5,20,19,1,2,2,0,0,PRT,0,1,0,110.0,0,Y
20,9,40,25,2,4,2,0,0,PRT,0,4,0,127.2,3,Y
215,11,48,21,1,1,1,0,0,SVK,0,1,0,75.0,0,N
273,9,40,30,1,2,2,0,0,DEU,0,1,0,106.2,0,Y
0,11,45,3,0,1,1,0,0,ESP,0,1,0,101.0,0,N
14,5,21,23,0,2,2,2,0,GBR,0,6,1,249.0,0,N
82,4,16,21,2,2,3,0,0,ITA,0,4,0,171.0,0,Y
13,3,10,5,2,1,2,0,0,FRA,0,4,0,122.0,0,N
72,10,44,28,0,3,1,0,0,PRT,0,1,1,75.33,0,N
11,2,6,5,2,3,2,0,0,FRA,0,1,0,75.0,0,N
36,8,33,16,0,1,2,0,0,PRT,0,1,1,100.0,0,Y
102,10,42,16,0,2,2,0,0,DEU,0,1,0,109.0,0,N
48,10,42,9,2,0,2,0,0,ECU,0,4,0,139.5,1,Y
72,12,52,23,2,9,2,0,0,ROU,0,1,0,58.91,1,N
147,7,30,21,0,2,2,0,0,PRT,1,1,0,75.0,0,Y
95,4,17,20,0,2,2,0,0,AUT,0,1,0,98.0,0,N
16,7,29,21,1,2,2,0,0,GBR,0,1,0,103.32,1,N
34,1,3,18,0,1,1,0,0,ESP,0,1,0,75.0,0,N
24,9,40,26,1,1,2,0,0,CHN,0,1,0,107.1,0,Y
26,7,27,2,2,1,3,0,0,TUR,0,4,0,187.0,0,Y
23,10,41,7,0,1,1,0,0,PRT,1,1,1,90.0,0,Y
12,2,8,21,0,3,1,0,0,DEU,0,1,0,76.33,0,N
124,4,14,8,1,1,2,0,0,GBR,0,1,0,99.0,1,N
2,12,49,1,0,2,2,0,0,PRT,0,1,0,142.0,2,N
265,10,42,9,2,3,2,0,0,DEU,0,1,0,100.3,0,Y
217,12,50,5,3,7,2,0,0,BRA,0,1,0,46.63,1,N
278,8,34,25,2,3,2,0,0,DEU,0,1,0,89.1,2,N
29,9,40,25,2,1,2,0,0,ESP,0,1,0,111.67,2,N
49,12,49,1,1,3,2,0,0,ESP,0,1,0,74.8,2,Y
46,8,36,29,1,4,2,0,0,PRT,0,1,0,100.62,0,N
203,7,26,1,2,3,2,0,0,DEU,0,4,2,120.6,1,Y
113,5,20,20,2,1,1,0,0,PRT,0,1,0,190.0,0,Y
137,2,7,12,1,2,2,0,0,FRA,0,4,0,102.0,0,N
178,9,37,9,0,2,1,0,0,PRT,0,1,0,135.0,0,Y
39,3,14,31,0,2,2,0,0,FRA,0,1,1,161.1,0,N
426,9,37,8,0,2,2,0,0,PRT,0,1,0,62.0,0,Y
97,3,13,20,2,5,1,0,0,PRT,1,1,0,79.43,0,Y
67,2,7,12,2,0,2,0,0,PRT,0,1,0,80.0,0,Y
25,7,28,8,1,2,2,0,0,PRT,0,1,0,85.0,0,N
30,1,2,13,0,2,2,1,0,PRT,0,1,1,136.0,0,N
96,4,15,9,2,2,2,0,0,IRL,0,1,0,99.0,0,N
175,6,23,9,0,2,2,0,0,PRT,0,1,0,130.0,0,N
292,7,30,21,0,2,2,0,0,DEU,0,1,0,115.0,0,N
54,6,23,4,1,0,2,0,0,PRT,0,1,0,89.1,1,Y
4,10,44,25,0,3,2,0,0,PRT,0,1,0,95.0,0,N
39,4,17,20,1,4,3,0,0,POL,0,4,0,139.5,0,Y
179,7,27,1,0,2,2,0,0,PRT,0,1,0,65.0,0,Y
0,9,38,12,1,0,1,0,0,BEL,0,1,0,159.0,1,N
51,11,46,9,0,3,2,0,0,FRA,0,1,0,75.0,0,N
19,2,7,12,2,2,2,1,0,PRT,0,4,0,90.71,0,Y
139,7,32,31,2,2,2,0,0,FRA,0,4,0,114.33,0,Y
1,8,34,21,1,2,2,0,0,ESP,0,1,0,90.0,0,N
0,7,28,5,0,1,1,0,0,TUR,0,1,0,135.0,1,N
16,12,52,22,2,3,2,0,0,FRA,0,4,0,77.53,0,N
59,2,6,7,0,2,2,1,0,CHN,0,1,0,102.06,2,Y
107,6,27,28,2,6,2,0,0,PRT,0,1,0,140.25,1,N
115,3,12,18,0,2,2,0,0,PRT,0,1,0,90.0,0,N
114,4,17,29,2,5,3,0,0,POL,0,5,0,184.57,1,Y
215,11,48,21,1,1,1,0,0,ISL,0,1,0,75.0,0,N
25,9,39,22,0,3,2,0,0,BRA,0,4,0,107.03,1,N
206,7,29,16,2,4,3,0,0,AUT,0,1,1,145.1,0,Y
306,8,32,7,1,3,1,1,0,BEL,0,2,1,122.9,0,N
2,8,33,12,0,1,2,0,0,FRA,0,1,0,114.0,1,N
44,7,28,15,0,1,2,1,0,NOR,0,1,0,147.6,0,N
344,6,25,16,0,2,2,0,0,PRT,0,1,0,62.0,0,Y
34,2,7,16,2,6,1,0,0,PRT,0,1,0,61.52,0,Y
118,6,24,6,1,2,1,0,0,TUR,0,1,0,110.0,0,N
28,10,44,29,2,3,2,0,0,FRA,0,1,0,103.4,2,N
123,6,25,16,2,4,2,0,0,GBR,0,1,0,116.59,2,N
36,10,44,28,1,2,2,0,0,ITA,0,1,0,109.0,1,N
43,8,34,15,1,2,2,1,0,PRT,0,1,0,203.85,1,N
32,1,3,16,1,2,1,0,0,ESP,0,1,2,75.0,0,N
71,10,43,22,1,1,2,0,0,PRT,0,4,0,110.5,0,Y
192,5,21,23,0,2,2,0,0,ISR,0,1,2,117.1,2,N
172,8,32,12,2,2,2,0,0,GBR,0,1,0,130.5,1,Y
11,10,43,23,2,5,1,0,0,BEL,0,4,1,138.71,3,N
30,6,24,11,2,2,1,0,0,GBR,0,1,0,115.0,0,Y
189,6,22,2,0,2,2,0,0,PRT,0,1,0,100.0,0,Y
192,6,26,24,0,2,1,0,0,SRB,0,1,0,95.0,0,N
2,6,27,29,0,1,1,0,0,PRT,0,1,0,65.0,0,N
24,5,19,2,1,0,1,0,0,DEU,0,1,0,124.0,1,N
29,1,3,18,0,3,1,0,0,BEL,0,1,0,65.0,0,N
98,11,48,23,1,2,1,0,0,PRT,0,1,0,70.0,0,Y
25,3,11,13,1,2,2,0,0,FRA,0,1,0,81.44,0,N
206,8,34,23,1,4,2,1,0,ESP,0,1,0,177.75,3,N
344,7,30,24,1,5,2,0,0,HUN,0,1,0,89.1,1,Y
518,8,34,26,2,1,1,0,0,PRT,0,1,0,80.0,0,Y
10,9,40,30,0,1,1,0,0,ESP,0,4,0,195.0,2,Y
31,3,12,17,0,1,2,0,0,PRT,0,1,0,71.1,1,N
88,6,26,28,0,4,2,0,0,BRA,0,1,0,120.0,1,N
240,10,44,27,1,3,2,0,0,DNK,0,1,1,90.95,2,N
82,5,18,3,0,3,2,0,0,USA,0,1,0,108.0,1,N
4,12,53,26,1,0,2,0,0,PRT,0,1,0,98.0,1,N
184,8,33,17,2,5,3,0,0,FRA,0,4,0,164.44,0,N
2,12,52,21,0,2,1,0,0,PRT,3,1,0,67.0,0,N
83,10,41,6,1,3,1,0,0,DEU,0,4,0,132.3,0,Y
601,3,9,2,0,2,2,0,0,PRT,0,1,0,62.0,0,Y
288,4,17,21,0,2,2,0,0,PRT,0,1,0,62.0,0,Y
0,5,21,20,0,1,2,0,0,BRA,0,1,0,155.0,1,N
